,_id,site_id,time,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,wind_speed_10m,wind_speed_100m,creation_time_iso
885,65f33d8c44a02fe1b4f48f22,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-06T21:00,14.2,59,11.1,0.0,15.2,29.3,2024-02-06T15:30:00
886,65f33d8c44a02fe1b4f48f23,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-06T22:00,13.7,60,10.6,0.0,14.7,28.1,2024-02-06T16:30:00
887,65f33d8c44a02fe1b4f48f24,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-06T23:00,13.1,61,10.1,0.0,13.9,27.0,2024-02-06T17:30:00
888,65f33d8c44a02fe1b4f48f25,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T00:00,12.6,62,9.7,0.0,13.0,24.5,2024-02-06T18:30:00
889,65f33d8c44a02fe1b4f48f26,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T01:00,13.9,68,12.2,0.0,8.2,16.8,2024-02-06T19:30:00
890,65f33d8c44a02fe1b4f48f27,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T02:00,13.4,67,11.1,0.0,11.0,18.5,2024-02-06T20:30:00
891,65f33d8c44a02fe1b4f48f28,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T03:00,14.3,62,11.2,0.0,15.6,26.3,2024-02-06T21:30:00
892,65f33d8c44a02fe1b4f48f29,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T04:00,15.8,49,12.4,0.0,15.4,22.7,2024-02-06T22:30:00
893,65f33d8c44a02fe1b4f48f2a,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T05:00,17.7,40,13.9,0.0,15.8,18.9,2024-02-06T23:30:00
894,65f33d8c44a02fe1b4f48f2b,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T06:00,19.3,40,16.2,0.0,14.0,16.3,2024-02-07T00:30:00
895,65f33d8c44a02fe1b4f48f2c,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T07:00,20.4,42,18.5,0.1,9.3,10.0,2024-02-07T01:30:00
896,65f33d8c44a02fe1b4f48f2d,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T08:00,21.8,38,20.6,0.0,9.0,10.1,2024-02-07T02:30:00
897,65f33d8c44a02fe1b4f48f2e,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T09:00,22.6,37,21.2,0.0,10.8,12.2,2024-02-07T03:30:00
898,65f33d8c44a02fe1b4f48f2f,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T10:00,23.0,35,20.0,0.0,16.3,18.8,2024-02-07T04:30:00
899,65f33d8c44a02fe1b4f48f30,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T11:00,22.7,33,19.0,0.0,18.8,22.1,2024-02-07T05:30:00
900,65f33d8c44a02fe1b4f48f31,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T12:00,21.9,33,17.7,0.0,20.7,25.4,2024-02-07T06:30:00
901,65f33d8c44a02fe1b4f48f32,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T13:00,20.2,38,16.9,0.0,15.1,23.5,2024-02-07T07:30:00
902,65f33d8c44a02fe1b4f48f33,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T14:00,19.0,40,15.7,0.0,15.1,26.1,2024-02-07T08:30:00
903,65f33d8c44a02fe1b4f48f34,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T15:00,18.0,43,14.4,0.0,16.1,28.8,2024-02-07T09:30:00
904,65f33d8c44a02fe1b4f48f35,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T16:00,17.1,45,13.6,0.0,15.8,28.7,2024-02-07T10:30:00
905,65f33d8c44a02fe1b4f48f36,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T17:00,16.1,48,12.7,0.0,15.7,29.1,2024-02-07T11:30:00
906,65f33d8c44a02fe1b4f48f37,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T18:00,15.4,51,12.0,0.0,15.9,29.5,2024-02-07T12:30:00
907,65f33d8c44a02fe1b4f48f38,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T19:00,14.7,54,11.2,0.0,16.1,29.5,2024-02-07T13:30:00
908,65f33d8c44a02fe1b4f48f39,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T20:00,13.8,57,10.4,0.0,15.6,28.3,2024-02-07T14:30:00
909,65f33d8c44a02fe1b4f48f3a,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T21:00,12.9,61,9.7,0.0,14.0,26.5,2024-02-07T15:30:00
910,65f33d8c44a02fe1b4f48f3b,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T22:00,12.4,64,9.4,0.0,13.1,25.3,2024-02-07T16:30:00
911,65f33d8c44a02fe1b4f48f3c,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-07T23:00,12.0,67,9.3,0.0,12.0,23.5,2024-02-07T17:30:00
912,65f33d8c44a02fe1b4f48f3d,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T00:00,11.1,72,8.4,0.0,12.0,21.9,2024-02-07T18:30:00
913,65f33d8c44a02fe1b4f48f3e,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T01:00,11.2,71,8.4,0.0,12.6,23.9,2024-02-07T19:30:00
914,65f33d8c44a02fe1b4f48f3f,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T02:00,11.8,69,9.0,0.0,13.0,25.5,2024-02-07T20:30:00
915,65f33d8c44a02fe1b4f48f40,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T03:00,12.6,67,10.1,0.0,11.5,23.5,2024-02-07T21:30:00
916,65f33d8c44a02fe1b4f48f41,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T04:00,14.9,59,12.9,0.0,8.5,20.9,2024-02-07T22:30:00
917,65f33d8c44a02fe1b4f48f42,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T05:00,17.2,52,14.7,0.0,12.0,15.1,2024-02-07T23:30:00
918,65f33d8c44a02fe1b4f48f43,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T06:00,18.9,42,16.3,0.0,12.3,14.1,2024-02-08T00:30:00
919,65f33d8c44a02fe1b4f48f44,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T07:00,20.3,33,18.0,0.0,11.5,12.8,2024-02-08T01:30:00
920,65f33d8c44a02fe1b4f48f45,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T08:00,21.3,27,18.2,0.0,12.2,14.3,2024-02-08T02:30:00
921,65f33d8c44a02fe1b4f48f46,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T09:00,22.3,22,19.3,0.0,13.0,15.0,2024-02-08T03:30:00
922,65f33d8c44a02fe1b4f48f47,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T10:00,22.7,20,18.9,0.0,13.2,15.3,2024-02-08T04:30:00
923,65f33d8c44a02fe1b4f48f48,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T11:00,22.7,18,18.3,0.0,12.8,14.8,2024-02-08T05:30:00
924,65f33d8c44a02fe1b4f48f49,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T12:00,22.1,18,17.8,0.0,12.1,14.0,2024-02-08T06:30:00
925,65f33d8c44a02fe1b4f48f4a,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T13:00,19.7,19,15.9,0.0,8.0,12.1,2024-02-08T07:30:00
926,65f33d8c44a02fe1b4f48f4b,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T14:00,17.9,22,14.0,0.0,8.5,12.5,2024-02-08T08:30:00
927,65f33d8c44a02fe1b4f48f4c,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T15:00,16.7,24,12.8,0.0,9.2,14.4,2024-02-08T09:30:00
928,65f33d8c44a02fe1b4f48f4d,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T16:00,15.3,28,11.7,0.0,7.4,12.5,2024-02-08T10:30:00
929,65f33d8c44a02fe1b4f48f4e,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T17:00,15.8,27,12.5,0.0,5.4,8.8,2024-02-08T11:30:00
930,65f33d8c44a02fe1b4f48f4f,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T18:00,14.8,30,11.4,0.0,6.2,7.4,2024-02-08T12:30:00
931,65f33d8c44a02fe1b4f48f50,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T19:00,12.4,36,8.7,0.0,9.2,8.3,2024-02-08T13:30:00
932,65f33d8c44a02fe1b4f48f51,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T20:00,12.0,39,8.5,0.0,7.6,7.6,2024-02-08T14:30:00
933,65f33d8c44a02fe1b4f48f52,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T21:00,12.2,37,8.8,0.0,7.0,7.1,2024-02-08T15:30:00
934,65f33d8c44a02fe1b4f48f53,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T22:00,11.0,39,7.4,0.0,8.4,7.7,2024-02-08T16:30:00
935,65f33d8c44a02fe1b4f48f54,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-08T23:00,9.9,42,6.1,0.0,9.4,8.1,2024-02-08T17:30:00
936,65f33d8c44a02fe1b4f48f55,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T00:00,9.5,46,5.9,0.0,9.1,7.7,2024-02-08T18:30:00
937,65f33d8c44a02fe1b4f48f56,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T01:00,11.3,49,8.5,0.0,6.2,3.5,2024-02-08T19:30:00
938,65f33d8c44a02fe1b4f48f57,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T02:00,12.2,44,9.4,0.0,5.4,2.3,2024-02-08T20:30:00
939,65f33d8c44a02fe1b4f48f58,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T03:00,12.7,45,10.1,0.0,4.1,1.6,2024-02-08T21:30:00
940,65f33d8c44a02fe1b4f48f59,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T04:00,15.5,36,13.3,0.0,1.1,4.1,2024-02-08T22:30:00
941,65f33d8c44a02fe1b4f48f5a,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T05:00,19.1,25,15.8,0.0,6.6,8.4,2024-02-08T23:30:00
942,65f33d8c44a02fe1b4f48f5b,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T06:00,20.4,22,17.3,0.0,9.2,9.7,2024-02-09T00:30:00
943,65f33d8c44a02fe1b4f48f5c,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T07:00,21.4,20,18.6,0.0,9.8,10.6,2024-02-09T01:30:00
944,65f33d8c44a02fe1b4f48f5d,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T08:00,22.2,17,19.7,0.0,8.2,8.7,2024-02-09T02:30:00
945,65f33d8c44a02fe1b4f48f5e,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T09:00,22.8,14,20.3,0.0,6.3,6.6,2024-02-09T03:30:00
946,65f33d8c44a02fe1b4f48f5f,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T10:00,23.2,13,20.0,0.0,5.0,5.3,2024-02-09T04:30:00
947,65f33d8c44a02fe1b4f48f60,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T11:00,23.2,12,19.5,0.0,4.7,5.0,2024-02-09T05:30:00
948,65f33d8c44a02fe1b4f48f61,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T12:00,22.9,11,19.3,0.0,3.3,3.6,2024-02-09T06:30:00
949,65f33d8c44a02fe1b4f48f62,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T13:00,21.1,18,17.6,0.0,5.5,6.4,2024-02-09T07:30:00
950,65f33d8c44a02fe1b4f48f63,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T14:00,19.4,18,15.5,0.0,7.5,7.4,2024-02-09T08:30:00
951,65f33d8c44a02fe1b4f48f64,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T15:00,18.9,18,15.0,0.0,6.9,6.4,2024-02-09T09:30:00
952,65f33d8c44a02fe1b4f48f65,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T16:00,17.5,20,12.9,0.0,11.5,12.4,2024-02-09T10:30:00
953,65f33d8c44a02fe1b4f48f66,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T17:00,16.4,23,11.9,0.0,12.1,19.7,2024-02-09T11:30:00
954,65f33d8c44a02fe1b4f48f67,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T18:00,15.3,27,10.9,0.0,12.2,21.9,2024-02-09T12:30:00
955,65f33d8c44a02fe1b4f48f68,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T19:00,14.8,30,10.4,0.0,12.8,23.2,2024-02-09T13:30:00
956,65f33d8c44a02fe1b4f48f69,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T20:00,13.7,33,9.6,0.0,11.8,20.0,2024-02-09T14:30:00
957,65f33d8c44a02fe1b4f48f6a,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T21:00,12.8,35,8.7,0.0,11.2,19.2,2024-02-09T15:30:00
958,65f33d8c44a02fe1b4f48f6b,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T22:00,12.1,35,8.0,0.0,10.8,19.1,2024-02-09T16:30:00
959,65f33d8c44a02fe1b4f48f6c,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-09T23:00,11.6,36,7.4,0.0,11.4,20.1,2024-02-09T17:30:00
960,65f33d8c44a02fe1b4f48f6d,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T00:00,10.5,40,6.5,0.0,10.5,19.5,2024-02-09T18:30:00
961,65f33d8c44a02fe1b4f48f6e,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T01:00,11.2,47,7.2,0.0,13.1,25.3,2024-02-09T19:30:00
962,65f33d8c44a02fe1b4f48f6f,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T02:00,10.9,48,6.9,0.0,13.3,25.8,2024-02-09T20:30:00
963,65f33d8c44a02fe1b4f48f70,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T03:00,12.5,44,8.7,0.0,12.3,26.0,2024-02-09T21:30:00
964,65f33d8c44a02fe1b4f48f71,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T04:00,15.8,35,12.1,0.0,10.9,24.6,2024-02-09T22:30:00
965,65f33d8c44a02fe1b4f48f72,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T05:00,18.8,29,14.9,0.0,12.3,23.7,2024-02-09T23:30:00
966,65f33d8c44a02fe1b4f48f73,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T06:00,21.7,22,17.4,0.0,17.4,21.3,2024-02-10T00:30:00
967,65f33d8c44a02fe1b4f48f74,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T07:00,23.3,15,18.8,0.0,19.6,22.6,2024-02-10T01:30:00
968,65f33d8c44a02fe1b4f48f75,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T08:00,24.1,13,19.7,0.0,18.6,21.0,2024-02-10T02:30:00
969,65f33d8c44a02fe1b4f48f76,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T09:00,24.6,12,20.2,0.0,17.2,19.6,2024-02-10T03:30:00
970,65f33d8c44a02fe1b4f48f77,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T10:00,24.8,12,20.0,0.0,16.0,18.4,2024-02-10T04:30:00
971,65f33d8c44a02fe1b4f48f78,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T11:00,24.7,12,19.5,0.0,15.2,17.5,2024-02-10T05:30:00
972,65f33d8c44a02fe1b4f48f79,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T12:00,24.1,12,18.9,0.0,15.5,18.8,2024-02-10T06:30:00
973,65f33d8c44a02fe1b4f48f7a,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T13:00,22.0,14,17.1,0.0,13.6,22.0,2024-02-10T07:30:00
974,65f33d8c44a02fe1b4f48f7b,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T14:00,20.3,16,15.3,0.0,14.0,24.7,2024-02-10T08:30:00
975,65f33d8c44a02fe1b4f48f7c,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T15:00,19.0,17,14.2,0.0,13.5,24.0,2024-02-10T09:30:00
976,65f33d8c44a02fe1b4f48f7d,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T16:00,17.9,19,13.3,0.0,12.2,22.6,2024-02-10T10:30:00
977,65f33d8c44a02fe1b4f48f7e,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T17:00,17.2,21,12.6,0.0,12.6,22.3,2024-02-10T11:30:00
978,65f33d8c44a02fe1b4f48f7f,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T18:00,16.1,22,11.4,0.0,13.0,20.5,2024-02-10T12:30:00
979,65f33d8c44a02fe1b4f48f80,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T19:00,14.8,24,10.1,0.0,12.9,24.0,2024-02-10T13:30:00
980,65f33d8c44a02fe1b4f48f81,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T20:00,13.9,26,9.2,0.0,12.5,23.8,2024-02-10T14:30:00
981,65f33d8c44a02fe1b4f48f82,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T21:00,13.1,27,8.5,0.0,12.2,23.4,2024-02-10T15:30:00
982,65f33d8c44a02fe1b4f48f83,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T22:00,12.5,28,7.8,0.0,13.0,23.6,2024-02-10T16:30:00
983,65f33d8c44a02fe1b4f48f84,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-10T23:00,11.9,29,7.3,0.0,12.2,23.7,2024-02-10T17:30:00
984,65f33d8c44a02fe1b4f48f85,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T00:00,11.6,30,6.9,0.0,13.3,26.2,2024-02-10T18:30:00
985,65f33d8c44a02fe1b4f48f86,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T01:00,12.0,35,7.5,0.0,13.9,27.1,2024-02-10T19:30:00
986,65f33d8c44a02fe1b4f48f87,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T02:00,11.4,37,6.9,0.0,13.5,26.7,2024-02-10T20:30:00
987,65f33d8c44a02fe1b4f48f88,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T03:00,12.8,36,8.6,0.0,12.2,26.0,2024-02-10T21:30:00
988,65f33d8c44a02fe1b4f48f89,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T04:00,15.6,32,12.2,0.0,8.3,23.7,2024-02-10T22:30:00
989,65f33d8c44a02fe1b4f48f8a,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T05:00,18.9,28,15.3,0.0,10.2,19.4,2024-02-10T23:30:00
990,65f33d8c44a02fe1b4f48f8b,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T06:00,22.0,20,18.2,0.0,13.1,15.6,2024-02-11T00:30:00
991,65f33d8c44a02fe1b4f48f8c,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T07:00,23.2,15,19.7,0.0,12.4,14.2,2024-02-11T01:30:00
992,65f33d8c44a02fe1b4f48f8d,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T08:00,23.8,14,20.5,0.0,12.7,14.3,2024-02-11T02:30:00
993,65f33d8c44a02fe1b4f48f8e,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T09:00,24.2,13,20.6,0.0,13.3,15.1,2024-02-11T03:30:00
994,65f33d8c44a02fe1b4f48f8f,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T10:00,24.5,12,20.0,0.0,14.2,15.7,2024-02-11T04:30:00
995,65f33d8c44a02fe1b4f48f90,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T11:00,24.4,12,19.0,0.0,16.9,19.2,2024-02-11T05:30:00
996,65f33d8c44a02fe1b4f48f91,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T12:00,23.7,12,18.0,0.0,18.7,22.0,2024-02-11T06:30:00
997,65f33d8c44a02fe1b4f48f92,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T13:00,21.9,14,16.8,0.0,14.8,23.3,2024-02-11T07:30:00
998,65f33d8c44a02fe1b4f48f93,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T14:00,20.2,16,15.2,0.0,14.2,24.9,2024-02-11T08:30:00
999,65f33d8c44a02fe1b4f48f94,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T15:00,18.9,17,14.0,0.0,13.6,24.7,2024-02-11T09:30:00
1000,65f33d8c44a02fe1b4f48f95,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T16:00,17.7,19,13.0,0.0,12.8,22.9,2024-02-11T10:30:00
1001,65f33d8c44a02fe1b4f48f96,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T17:00,16.5,21,11.8,0.0,13.0,23.3,2024-02-11T11:30:00
1002,65f33d8c44a02fe1b4f48f97,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T18:00,15.7,23,10.8,0.0,14.3,27.2,2024-02-11T12:30:00
1003,65f33d8c44a02fe1b4f48f98,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T19:00,15.0,26,10.3,0.0,13.8,27.1,2024-02-11T13:30:00
1004,65f33d8c44a02fe1b4f48f99,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T20:00,14.3,29,9.6,0.0,14.1,26.3,2024-02-11T14:30:00
1005,65f33d8c44a02fe1b4f48f9a,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T21:00,13.6,31,9.1,0.0,13.0,25.4,2024-02-11T15:30:00
1006,65f33d8c44a02fe1b4f48f9b,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T22:00,13.1,33,8.5,0.0,14.1,27.3,2024-02-11T16:30:00
1007,65f33d8c44a02fe1b4f48f9c,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-11T23:00,13.3,34,9.0,0.0,13.0,26.2,2024-02-11T17:30:00
1008,65f33d8c44a02fe1b4f48f9d,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T00:00,12.6,36,8.4,0.0,12.0,23.9,2024-02-11T18:30:00
1009,65f33d8c44a02fe1b4f48f9e,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T01:00,11.9,43,7.9,0.0,13.0,25.7,2024-02-11T19:30:00
1010,65f33d8c44a02fe1b4f48f9f,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T02:00,11.6,45,7.7,0.0,12.1,24.9,2024-02-11T20:30:00
1011,65f33d8c44a02fe1b4f48fa0,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T03:00,12.8,43,9.3,0.0,10.6,22.8,2024-02-11T21:30:00
1012,65f33d8c44a02fe1b4f48fa1,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T04:00,15.1,38,11.8,0.0,8.7,21.7,2024-02-11T22:30:00
1013,65f33d8c44a02fe1b4f48fa2,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T05:00,17.4,33,14.2,0.0,8.5,18.2,2024-02-11T23:30:00
1014,65f33d8c44a02fe1b4f48fa3,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T06:00,20.7,26,17.1,0.0,12.6,15.2,2024-02-12T00:30:00
1015,65f33d8c44a02fe1b4f48fa4,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T07:00,22.2,20,18.3,0.0,16.2,18.3,2024-02-12T01:30:00
1016,65f33d8c44a02fe1b4f48fa5,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T08:00,22.9,18,19.5,0.0,14.5,16.0,2024-02-12T02:30:00
1017,65f33d8c44a02fe1b4f48fa6,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T09:00,23.1,17,19.2,0.0,12.8,14.3,2024-02-12T03:30:00
1018,65f33d8c44a02fe1b4f48fa7,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T10:00,23.3,17,19.1,0.0,14.6,15.7,2024-02-12T04:30:00
1019,65f33d8c44a02fe1b4f48fa8,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T11:00,23.0,17,17.9,0.0,16.9,18.8,2024-02-12T05:30:00
1020,65f33d8c44a02fe1b4f48fa9,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T12:00,22.0,18,16.7,0.0,18.5,21.3,2024-02-12T06:30:00
1021,65f33d8c44a02fe1b4f48faa,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T13:00,20.6,17,16.0,0.0,12.7,20.5,2024-02-12T07:30:00
1022,65f33d8c44a02fe1b4f48fab,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T14:00,19.1,20,14.5,0.0,13.1,23.0,2024-02-12T08:30:00
1023,65f33d8c44a02fe1b4f48fac,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T15:00,17.8,24,13.3,0.0,13.6,24.3,2024-02-12T09:30:00
1024,65f33d8c44a02fe1b4f48fad,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T16:00,17.2,28,12.5,0.0,16.1,29.6,2024-02-12T10:30:00
1025,65f33d8c44a02fe1b4f48fae,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T17:00,15.9,29,11.4,0.0,14.8,27.1,2024-02-12T11:30:00
1026,65f33d8c44a02fe1b4f48faf,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T18:00,14.9,29,10.4,0.0,13.5,25.3,2024-02-12T12:30:00
1027,65f33d8c44a02fe1b4f48fb0,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T19:00,14.0,30,9.5,0.0,13.4,24.3,2024-02-12T13:30:00
1028,65f33d8c44a02fe1b4f48fb1,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T20:00,13.0,32,8.8,0.0,11.4,20.9,2024-02-12T14:30:00
1029,65f33d8c44a02fe1b4f48fb2,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T21:00,12.4,34,8.2,0.0,11.4,20.2,2024-02-12T15:30:00
1030,65f33d8c44a02fe1b4f48fb3,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T22:00,11.6,36,7.4,0.0,11.4,20.2,2024-02-12T16:30:00
1031,65f33d8c44a02fe1b4f48fb4,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-12T23:00,11.1,38,6.8,0.0,12.6,21.5,2024-02-12T17:30:00
1032,65f33d8c44a02fe1b4f48fb5,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-13T00:00,11.2,38,6.6,0.0,14.2,26.1,2024-02-12T18:30:00
1033,65f33d8c44a02fe1b4f48fb6,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-13T01:00,10.8,46,6.9,0.0,12.1,22.4,2024-02-12T19:30:00
1034,65f33d8c44a02fe1b4f48fb7,d08a2ef0-facd-11ed-a890-0242bed38519,2024-02-13T02:00,10.8,48,6.8,0.0,13.3,25.0,2024-02-12T20:30:00
