pred
2.7195482
2.4631314
3.0217493
2.3882377
1.8387161
1.4050529
2.6018915
2.0964181
2.0306025
1.0701983
1.2455198
1.1689372
1.9304988
-0.28746158
-0.71252954
-0.113666534
-0.37323993
0.81572443
3.8038733
12.4116125
12.489894
8.853565
13.641065
12.053809
1.1371062
5.3642697
8.514392
7.589168
10.593092
11.942697
8.1411705
7.9236865
6.7523556
7.2448936
5.9766717
6.752968
6.1950164
8.791258
7.216599
2.434011
2.7755468
2.496243
0.17294851
-0.75751954
-0.53885275
-0.10367594
-0.5599777
0.10493517
0.94546884
0.71539736
-0.077924095
0.44527715
0.8153517
0.48808357
0.87330556
-0.17152967
-0.054659236
0.061172128
0.018793229
-0.16706555
0.7588995
1.3983879
1.3570364
0.6412242
1.1902773
1.8702273
0.49802798
1.2276027
0.2660272
0.5949777
1.7668421
1.770213
0.9646943
2.9779303
2.2410202
0.104818925
-0.0733605
0.73966265
1.0489255
2.2548869
2.0111437
2.4550128
0.5282184
2.4550128
2.9140072
1.1258762
3.648934
1.3684554
2.9594362
5.286026
5.0869036
4.188143
1.9975926
2.434228
2.8602366
2.268144
3.9256053
4.033753
4.033753
2.87923
2.2035651
-0.893658
-0.6057121
-0.11356107
-0.18587774
-0.76202065
0.93812466
-0.7480683
0.55284166
-0.69380295
-0.71212506
0.4486571
0.4038356
1.4588361
1.4846706
1.8476458
5.791192
6.1395736
4.89784
5.2011933
4.693993
4.165907
4.165907
4.5141582
3.3013146
3.9056911
2.9351504
3.4370234
3.192095
2.5672894
3.2031674
2.5672894
1.6944145
3.502328
1.1470853
3.7078211
2.742239
2.2524402
2.733551
1.0201297
0.6760847
0.91921574
0.9096815
-0.00885597
0.0045724465
-0.11106809
-0.14813027
-0.019000392
0.34152964
0.34142336
0.15069547
0.69761795
0.34223878
0.7438864
0.34066844
0.6709905
0.41994762
0.941476
0.3317642
1.0478256
0.46430185
0.9922761
0.40374342
0.5076373
0.42012262
0.47397476
1.6688128
1.0268604
0.44609565
0.9985509
1.1070573
0.975194
0.14610273
2.522131
-0.077995054
0.8384064
-0.41405952
1.1448848
0.4701332
1.0480136
3.0553997
4.4789457
2.18789
4.5962634
2.533669
5.1873875
5.1873875
5.180302
3.9510708
1.6006804
2.106027
2.8537788
3.2216203
3.4201837
1.7008284
1.838429
1.3776462
1.5205625
3.4550061
2.4454656
0.8871239
-0.003418753
0.029654345
-0.003418753
-0.76673144
-1.7631658
-1.8232867
-1.3131515
-1.1921731
-0.07617084
1.0764022
-0.07814827
1.8844196
2.3389964
3.1361206
0.6218067
2.0488746
2.7638545
2.6290178
